# schema_version=2 start_utc=2026-05-31T02:16:02Z
t,ax,ay,az,gx,gy,gz,lat,lon,spd,hdg,qw,qx,qy,qz,sat,hdop,marker
0.54,-1.9604200170551835,-6.809248140670755,9.534114922382836,-0.011273293678207372,0.008964306192069121,-0.5027169308040221,39.2963106085573,-83.55621014048774,12.976229810284357,32.572253509692594,0.9878535642422926,-0.09539578737307007,0.027788109314961368,-0.11946882583322854,14,0.9308083685119044,
0.56,-0.961384245892855,-6.969126653255807,9.980079194228908,-0.020024363970842646,0.0003868264145805252,-0.5338031285603275,39.2963106085573,-83.55621014048774,12.953796426937592,31.724643440851494,0.9872344733768489,-0.09485166957284141,0.028131415747478065,-0.12481938472698462,14,0.9308083685119044,
0.58,-1.1163257802866595,-6.6678704459587275,9.695975006613528,-0.0171559372457664,0.0066812856027534335,-0.49913799633875794,39.2963106085573,-83.55621014048774,12.928786251113097,31.724643440851494,0.9864976099539168,-0.09571247694946892,0.028699054909323146,-0.12976113269665485,14,0.9308083685119044,
0.6,5.160822593631694,-7.0799573763109525,9.766846972685403,-0.0021190645492306015,-0.011095950715877228,-0.5588327178189998,39.29632361846252,-83.55618962558142,13.038994586122184,30.865814797060402,0.9857557848735853,-0.09671806416293495,0.020312732279472397,-0.13608284814839366,13,0.9471703798015135,
0.62,-11.600353536442382,-7.039497788805296,9.726426357948501,-0.0035487418406863983,-0.00965117200760429,-0.5551957077102754,39.29632361846252,-83.55618962558142,12.80294847011642,29.995915858368114,0.9850915476450324,-0.09499214710701633,0.02702001789621771,-0.14085827408853938,13,0.9471703798015135,
0.64,-2.0351091680099764,-7.020682002148683,10.028445084271134,0.01753177918731078,0.004594031058879189,-0.5379016338706476,39.29632361846252,-83.55618962558142,12.762266741804519,29.995915858368114,0.9841603586581712,-0.09591428862433707,0.03022390493415559,-0.14599778509976888,13,0.9471703798015135,
0.66,-2.9241354862729945,-6.9991021241069555,9.921617733288256,0.010200244818859776,0.0019827117144202927,-0.5537806596076713,39.29632361846252,-83.55618962558142,12.70595638156535,29.115119276447995,0.9831529591842182,-0.09743400354562105,0.032583833740655835,-0.1511792564446199,13,0.9471703798015135,
0.68,4.138704179435316,-7.293614819543191,9.619585762460144,-0.0014790088699912249,-0.023354111125635773,-0.5381042468489741,39.29632361846252,-83.55618962558142,12.788218704073866,28.223623048767873,0.9822054925039381,-0.098734793289572,0.02915832890414153,-0.15707833378502586,13,0.9471703798015135,
0.7000000000000001,0.4611500921371235,-7.055627986380395,9.67964996857031,0.005826095682044492,-0.02891470398691872,-0.5516194022880733,39.29633988077683,-83.55614394187803,12.79725350217216,27.321651419660967,0.9811916157074323,-0.10004859396349275,0.026183725731500906,-0.1629960263877134,13,0.9578978141545635,
0.72,-6.4763078964014325,-7.731492577263021,9.890066825832935,0.006180205732845383,-0.0044636077305212326,-0.6195953456488239,39.29633988077683,-83.55614394187803,12.665972103610523,27.321651419660967,0.9801549185560818,-0.09943525468884024,0.03345611846845671,-0.1681952849883451,13,0.9578978141545635,
0.74,-4.848211907445301,-7.068192348115697,10.220369826659873,0.0029711476364637874,-0.015122925814500822,-0.5685869338035424,39.29633988077683,-83.55614394187803,12.571268634501212,26.40945569476682,0.9792594862975498,-0.09735977804871238,0.040419827687164164,-0.17302649983255153,13,0.9578978141545635,
0.76,-1.8161360458773936,-7.240772066617858,9.674729782601446,-0.015476642056549294,-0.0021932089829900616,-0.5777697262577337,39.29633988077683,-83.55614394187803,12.536265252900922,25.48731495489994,0.9783858692537286,-0.09578829869400003,0.041199516358695426,-0.1785729333626583,13,0.9578978141545635,
0.78,4.64577398032123,-7.833435163918103,9.935970517203216,0.004257003437666514,0.012858137345034427,-0.6132809828478452,39.29633988077683,-83.55614394187803,12.62315055942742,25.48731495489994,0.9771677940459687,-0.09765517447841542,0.03667557687893801,-0.18509854466613887,13,0.9578978141545635,
0.8,-1.2744350899895065,-7.9013917634433595,9.710626458683013,-0.021036658862917165,-0.0033594454421849553,-0.620136227219932,39.2963488061853,-83.55616296731687,12.599828208648011,24.55553665568349,0.9759526246388782,-0.09805238127261258,0.03671234430597388,-0.19119207296019106,12,0.9825984447611021,
0.8200000000000001,-2.232532211934189,-7.250126259399674,9.824132225932765,0.022540205720825518,-0.0007365825856263774,-0.5950220351856889,39.2963488061853,-83.55616296731687,12.553515334999274,23.614457098918184,0.9747810743003048,-0.09830730047985507,0.03753525625491076,-0.1967959257611419,12,0.9825984447611021,
0.84,-6.6100858743334046,-7.42618564091738,9.505516398882516,0.0008088287964075243,-0.006375154784194481,-0.5984399406256039,39.2963488061853,-83.55616296731687,12.42218724858415,22.664441762597875,0.9735111998724046,-0.09747229205129654,0.04346694883461566,-0.2022021769523426,12,0.9825984447611021,
0.86,1.823738556199559,-7.754471875565956,9.945899762644492,0.025887757949635538,-0.021236207043942624,-0.6182695752404108,39.2963488061853,-83.55616296731687,12.459991459677044,22.664441762597875,0.9722929295445312,-0.09745245568385608,0.03958608398715823,-0.20876402945301928,12,0.9825984447611021,
0.88,-2.1795035324512604,-7.849260858340219,10.006707144678272,-0.009846139740807829,-0.022869161675828455,-0.6440356740815671,39.2963488061853,-83.55616296731687,12.417413015003564,21.705885476563644,0.9708337870353415,-0.09861205347276646,0.03999676417192967,-0.21484338415756815,12,0.9825984447611021,
0.9,-1.6026148009913237,-7.392114767740728,9.714078960682818,0.020229305628999095,-0.006694500642384886,-0.5956164110343953,39.29637314660987,-83.5561441388632,12.392945249820434,20.73921243227819,0.9695841445155561,-0.09810935493479907,0.040644185046204165,-0.2205202743519169,12,0.9821982763618947,
0.92,1.324196101371878,-7.954790264308679,9.848522018039658,0.005458264259924993,0.0018581904746271377,-0.6302514399727314,39.29637314660987,-83.5561441388632,12.413576051037445,19.764876015805335,0.9680954368681055,-0.09909176741554827,0.03835853113457925,-0.22693759017582815,12,0.9821982763618947,
0.9400000000000001,-4.154685751565549,-7.723632571565593,9.597681452984926,-0.012881843787869945,0.010136974760497162,-0.6584990446517813,39.29637314660987,-83.5561441388632,12.33100972950459,19.764876015805335,0.9667308816394867,-0.09719282396383681,0.043874344269059354,-0.23250806302026503,12,0.9821982763618947,
0.96,0.5712736936640829,-7.603613210841752,9.95524121965711,0.01318920547620983,-0.012897192471164349,-0.6335148724461132,39.29637314660987,-83.5561441388632,12.337585928561055,18.7833584552272,0.9651471643338616,-0.09810139375949439,0.04284765433122581,-0.2388119474378579,12,0.9821982763618947,
0.98,-4.076034694935789,-7.441700062452242,9.832728753156152,-0.017850723133149962,0.0023353913654973577,-0.6137193832951613,39.29637314660987,-83.5561441388632,12.25976148485493,17.795170274943487,0.9637405694890312,-0.09621312093274519,0.045577975896409134,-0.2446830566151348,12,0.9821982763618947,
1.0,-0.9406904704048995,-7.7908657336462355,9.860877354390572,-0.005520020636255613,0.0027540431001374746,-0.6155487065617055,39.29639034205088,-83.55614545071505,12.245282433366432,17.795170274943487,0.9621621890941804,-0.09614062250381994,0.04542171104826644,-0.25087401369516216,13,0.99420289068873,
1.02,0.07304140977274927,-7.6049442231720725,9.618249608896354,-0.003998513671039125,-0.0038821995876602558,-0.6355375959578518,39.29639034205088,-83.55614545071505,12.246407860116433,16.800849551745188,0.9604027569941808,-0.09748927263984532,0.04496375240515782,-0.2571004610026564,13,0.99420289068873,
1.04,-9.389672259857491,-7.779852666253971,9.859402996720524,-0.0029764170161115677,0.01038595380103447,-0.6239537644834751,39.29639034205088,-83.55614545071505,12.054179891675929,15.800960969656833,0.9588237293319417,-0.09544537544534186,0.051369883313746534,-0.26250404085350215,13,0.99420289068873,
1.06,3.2916117132556684,-7.666909397346286,9.928054396253238,-0.001056343723542249,-0.014250133894211703,-0.6235701259415389,39.29639034205088,-83.55614545071505,12.121159485901158,14.79609467316212,0.9569831333074794,-0.09778662980222469,0.04658457955241413,-0.26916711267323534,13,0.99420289068873,
1.08,-1.6916592457688608,-7.797869503905701,9.822031235947057,-0.00549389856833592,-0.017621635551221322,-0.6483646471963637,39.29639034205088,-83.55614545071505,12.0862543077965,14.79609467316212,0.9554348801167998,-0.09523756398853007,0.049360591006451154,-0.27502277781525836,13,0.99420289068873,
1.1,-1.9359842019998708,-7.66298904633282,9.722059362922012,0.00011756723714197073,0.008584249985481286,-0.6613375956809981,39.296374809945554,-83.55613320940094,12.047059352381423,13.786864921033082,0.953790096276907,-0.09378986793899163,0.04910892469991705,-0.28120495449207955,14,1.0062866811057343,
1.12,0.5048596090050858,-8.39100932629109,9.680350867240143,0.001953633722596458,-0.01615829110737907,-0.6644973821989523,39.296374809945554,-83.55613320940094,12.056768790895811,12.773908545964234,0.9518654214778158,-0.09386053381086736,0.04705835433864901,-0.28797210086141495,14,1.0062866811057343,
1.1400000000000001,5.9690326495329025,-7.837283431024324,9.919037538181676,-0.009070811081523937,0.0054812898796242895,-0.6488093765434433,39.296374809945554,-83.55613320940094,12.18029936827375,11.757883227763598,0.9498429764386002,-0.09608985891408646,0.03889413737845379,-0.2950462763732459,14,1.0062866811057343,
1.16,-10.237586881402121,-7.777568818464858,9.730453318249578,-0.010141640293650871,-0.009712875946546642,-0.6352194892594947,39.296374809945554,-83.55613320940094,11.974707265747993,11.757883227763598,0.9479012164862517,-0.09575518929222272,0.0456829521466206,-0.30037858677120205,14,1.0062866811057343,
1.18,6.464888403330168,-7.542343928217915,9.786301043427121,-0.0022666050784558344,0.013090522013006024,-0.6410071303632141,39.296374809945554,-83.55613320940094,12.102178835563645,10.739465591235232,0.945850656385254,-0.09715935507691101,0.038634487477848034,-0.30730110952280465,14,1.0062866811057343,
1.2,-11.499296686141403,-8.104275510440047,9.62269482199585,0.0210668109614926,0.024360274545736648,-0.6817957042246844,39.29639454368052,-83.55613748863577,11.877418452453156,9.719349142160354,0.9439574301815611,-0.0944299594946568,0.04544929412209818,-0.31298836147477377,15,0.979952974894608,
1.22,4.867318718458559,-8.173704766843112,9.960872980634761,0.009591641236181307,-0.01158487570499815,-0.688295717382531,39.29639454368052,-83.55613748863577,11.974058502391408,8.698242057991736,0.9416967086410045,-0.09582014565466981,0.04001023687423885,-0.3200390438160389,15,0.979952974894608,
1.24,1.6492220457624136,-7.412299319100135,9.473463714400236,0.006003052296804925,0.003175396125238215,-0.6536296934112086,39.29639454368052,-83.55613748863577,12.004168871622877,8.698242057991736,0.9395377780716863,-0.09663860123774339,0.038588555549954086,-0.3262524600788464,15,0.979952974894608,
1.26,0.9964139480788187,-8.212960324247458,9.963219409926245,-0.021740748988326297,0.0028826709398677318,-0.6769477161948821,39.29639454368052,-83.55613748863577,12.026155341471434,7.6768648517987685,0.9374097519180459,-0.09530173528036451,0.037223404336250675,-0.3328587604842611,15,0.979952974894608,
1.28,0.25165350847053886,-8.256295291051696,9.96702997211211,-0.003739583732879362,0.014314064651774894,-0.6759229687023648,39.29639454368052,-83.55613748863577,12.031064330388569,6.655947930865207,0.9350956066002571,-0.0953280301733985,0.0375019248466275,-0.33926741490003814,15,0.979952974894608,
1.3,0.05620792990241036,-8.366924191628959,9.806515234271911,-0.009285465514535404,0.0005083645261261193,-0.6854535561956572,39.296393450517826,-83.55612946969103,12.034147235752773,5.6362290725949595,0.9327034454615699,-0.09572381126182658,0.03750132087325993,-0.34568032300723656,16,1.012164208263943,
1.32,-4.814012527368144,-7.602605393162858,9.784356475252448,0.006265392441644639,0.012197108780057418,-0.6166143396777047,39.296393450517826,-83.55612946969103,11.937382517108109,5.6362290725949595,0.9306729038750956,-0.09360743538709088,0.04287126068583112,-0.35106644533500514,16,1.012164208263943,
1.34,-0.5650628816459958,-8.151552133793313,9.628612331739323,-0.015349446670797696,-0.008624087178920008,-0.6717166644592664,39.296393450517826,-83.55612946969103,11.924652323601721,4.6184508422753865,0.928248137138615,-0.0937987356417817,0.043055984278399614,-0.35735609034758625,16,1.012164208263943,
1.36,5.700674265341148,-8.07850453659445,9.821199602246486,0.011797878293369013,0.008608284111842366,-0.699178529750268,39.296393450517826,-83.55612946969103,12.033590911643792,3.603357978272935,0.9255855444785427,-0.09587645189882192,0.037708289462093,-0.3642488033329629,16,1.012164208263943,
1.3800000000000001,-3.8979834748079503,-7.957706572655969,9.824177615253486,0.012871201025438305,-0.021007696678706812,-0.6639810728506805,39.296393450517826,-83.55612946969103,11.954683570474703,2.591694770653748,0.9231979604959212,-0.09491855004410911,0.04098988828709454,-0.3701564853570811,16,1.012164208263943,
1.4000000000000001,-3.915495414722912,-7.5338107630248174,9.740804309014278,-1.861105233547924e-05,0.005119589422424723,-0.623848261471868,39.29640062838904,-83.55612365792327,11.871433273011046,2.591694770653748,0.9210918330210067,-0.09235979682194306,0.045902744791247736,-0.375436334274722,17,1.0059119629113031,
1.42,0.996119993488424,-7.870279310929684,9.932995635733603,0.005405167962770578,0.022424042618178108,-0.6630652037049515,39.29640062838904,-83.55612365792327,11.888207040740143,1.584202459550783,0.9184528681745179,-0.09341140026107221,0.046170912839956786,-0.3815584962371988,17,1.0059119629113031,
1.44,1.4456754529192468,-8.094755587124833,10.032299183545001,-0.04102466891636253,-0.000814861330725751,-0.6585264717896895,39.29640062838904,-83.55612365792327,11.917743009013709,0.581616679310319,0.9157325277567839,-0.09491822674288414,0.046185396493504366,-0.38767431819878834,17,1.0059119629113031,
1.46,6.329134502658813,-7.977613467022233,10.075373501971912,0.004338533703338299,-0.010428164774122213,-0.6703115952756838,39.29640062838904,-83.55612365792327,12.045336274265383,359.5846649734205,0.912742017470251,-0.0984178086214688,0.03796279654990879,-0.3946831267847589,17,1.0059119629113031,
1.48,-0.8174049676417797,-7.794684944014317,9.772839351724988,0.016825088288991357,-0.010761459890424879,-0.6731831115832898,39.29640062838904,-83.55612365792327,12.030128364594937,359.5846649734205,0.9101868531208287,-0.09760268801249557,0.03927662671481496,-0.4006132228130315,17,1.0059119629113031,
1.5,2.728777777170365,-8.233827600819653,9.649282207843243,-0.002712460469000496,-0.008321769530369855,-0.6491457925365592,39.2964370876833,-83.55614407545046,12.089151408578095,358.59406440404223,0.9072746038015874,-0.09942767614129797,0.0364860478186703,-0.4069836591662956,17,1.0357777224311238,
1.52,-3.443463190330941,-7.9692481165981315,9.986603795322159,0.010614108965936703,-0.005190044360038115,-0.6610897708430784,39.2964370876833,-83.55614407545046,12.021998195763326,357.61051927861126,0.904794872513595,-0.09751850038745705,0.040890540138196804,-0.41250981137725146,17,1.0357777224311238,
1.54,3.209214431190914,-7.447974355898231,9.841317350307603,0.00883268783536208,-0.009274674417181819,-0.6687831444220502,39.2964370876833,-83.55614407545046,12.093082862779495,356.63471901339113,0.901780267093421,-0.09998187371991621,0.03979515762081145,-0.4185837075643388,17,1.0357777224311238,
1.56,3.3154342844176092,-7.792010356875648,9.523425911252344,-0.0022902878944534876,0.0232829125391852,-0.6536317634324047,39.2964370876833,-83.55614407545046,12.154122093252793,355.6673361520563,0.898836227382204,-0.10138715771575874,0.036923107655494135,-0.4247949678570918,17,1.0357777224311238,
1.58,-2.682952656165656,-8.209059257329898,9.502820318308677,-0.0045851830390982295,-0.01967497750368384,-0.6770925887641801,39.2964370876833,-83.55614407545046,12.105155126173162,355.6673361520563,0.8960650276095103,-0.10000133995018876,0.04203368471127604,-0.430465292042143,17,1.0357777224311238,
1.6,4.7856929572823885,-7.689595121928798,9.907227668257478,0.004300093104544317,0.007319108834705925,-0.6377083885649634,39.296445998813134,-83.55615055507313,12.199350920093229,354.70902455445827,0.8928899246280725,-0.10282581605106594,0.038563565345891296,-0.43667755321165813,17,1.0397664873762915,
1.62,-2.6927182119008566,-7.768436488065125,9.884690222931958,0.0036591539831239733,0.0029691078609563218,-0.652070621492562,39.296445998813134,-83.55615055507313,12.14276304642292,353.76041776816766,0.8902849736149013,-0.10112117203548716,0.04260693048888603,-0.4419862257989484,17,1.0397664873762915,
1.6400000000000001,2.9760263767476944,-7.65675854558777,9.826081475432213,0.0020465694388669582,0.0010649961118817924,-0.643202466678062,39.296445998813134,-83.55615055507313,12.201876324977807,352.82212759240656,0.8871973627392296,-0.10308991140748813,0.0403381010082209,-0.44791310242233706,17,1.0397664873762915,
1.6600000000000001,1.4387668479897409,-8.179104748862786,9.524376923626605,0.0016950411275198887,0.015822067772537283,-0.6768359280553152,39.296445998813134,-83.55615055507313,12.237923637361419,351.8947428412004,0.8841653822827896,-0.10290022379957231,0.03984373421653234,-0.4539555017382307,17,1.0397664873762915,
1.68,-0.6207150503219601,-7.8369695180329675,9.79239575602828,-0.0019885315084713843,-0.005999665961079375,-0.6666159099856309,39.296445998813134,-83.55615055507313,12.21736012240051,351.8947428412004,0.8812392992339116,-0.10201311986997855,0.042507861805358746,-0.45956904001994553,17,1.0397664873762915,
1.7,8.974502065376582,-7.618663783165379,9.917473647381478,0.004633609407900881,0.0032226786612458234,-0.6223957567087649,39.296433724311456,-83.55613660187488,12.397439786145988,350.9788283096781,0.877986054834325,-0.10422161112175866,0.03558315172916015,-0.46584566393244664,16,1.0489051878301865,
1.72,-1.548279399526277,-7.5695925957648535,9.820373471591896,0.014837761768970982,0.010393858351950983,-0.6262016545595183,39.296433724311456,-83.55613660187488,12.368916690176228,350.07492394442005,0.8752730260015178,-0.10270126390723446,0.03794771694209391,-0.47107276627383765,16,1.0489051878301865,
1.74,4.35962199806405,-7.708118060884375,9.726196590803273,0.00253527344694095,0.002283558545525725,-0.6070853105595123,39.296433724311456,-83.55613660187488,12.458047499782081,349.1835442168284,0.872037034617846,-0.1049428077511905,0.03554146868524517,-0.4767339104363211,16,1.0489051878301865,
1.76,4.652663796172852,-7.762416538823146,9.923083747114912,-0.010727717003646416,0.010025580909541464,-0.6447977277023065,39.296433724311456,-83.55613660187488,12.55232687795697,348.30517769493065,0.8685174213003428,-0.10741733467728662,0.03164495572945154,-0.48284324773730813,16,1.0489051878301865,
1.78,2.7784565659107945,-8.256102983082918,9.732419212091399,-0.006052049998464647,-0.009467960463937537,-0.6347363693976881,39.296433724311456,-83.55613660187488,12.609193532894661,348.30517769493065,0.8655360394277326,-0.10599063946354656,0.031029229462784108,-0.4885187158306309,16,1.0489051878301865,
1.8,3.8791510434502183,-7.40104558056371,9.786059098324857,0.018373789890387217,-0.0035859962938863945,-0.610824256320558,39.29644216115018,-83.55613128335753,12.689169375498192,347.4402868080669,0.8620550755404183,-0.10934154678342825,0.028798069065882132,-0.49404063000940307,15,1.0375822320398493,
1.82,0.2800243374056283,-7.610295674565435,10.028704088382769,0.004538676462975616,0.00846329848120722,-0.6205640233792759,39.29644216115018,-83.55613128335753,12.693711951614079,346.5893077958659,0.859345189922288,-0.10744795807061036,0.030493911419975206,-0.49904999972968017,15,1.0375822320398493,
1.84,2.5528295558433207,-7.711202864749176,9.80330146129441,-0.0024631974456903573,-0.0237364172008561,-0.5771393408491852,39.29644216115018,-83.55613128335753,12.740416663115864,345.75265083198815,0.8565926404209042,-0.10571397844166293,0.0302201800602957,-0.5041431779325218,15,1.0375822320398493,
1.86,5.102725064066489,-7.301633580086351,9.454636760026933,0.017209263436665564,0.009747205066600139,-0.612933504704194,39.29644216115018,-83.55613128335753,12.843813930338179,344.9307003113033,0.8532940290555024,-0.10767698098219147,0.026288002172534165,-0.5095134038340553,15,1.0375822320398493,
1.8800000000000001,-2.385841602680972,-7.7662230199928475,9.97255569291651,-0.004537269007142532,-0.00016053470628168062,-0.6091439233273112,39.29644216115018,-83.55613128335753,12.795852902834364,344.12381528819293,0.8505748788868565,-0.10485251447625579,0.030210158654897977,-0.5144080791829205,15,1.0375822320398493,
1.9000000000000001,5.565253858288531,-7.876980464112124,9.771892166349355,0.01820308100313222,-0.0015696769644341665,-0.5977829908202473,39.29648201833581,-83.55613693817627,12.902653964666943,344.12381528819293,0.8473037740694693,-0.10541340647291417,0.026954758379897324,-0.5198439854264847,14,1.035191295393685,
